item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,apparel_l1_rn,gender_rn,fop_rn
scheels_quiver crbn solo shorty 4,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,133628.0,1530,8173,4225,10
"amazon_clothing, shoes & jewelry_women_women's clothing_women's jeans_levi's_signature by levi strauss & co. gold label women's totally shaping pull-on skinny jeans",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's jeans",Apparel,Bottoms,Pants,Women's,training,null,7.5047978E7,1,13,5,8
"amazon_clothing, shoes & jewelry_women_women's clothing_women's lingerie, sleep & lounge_women's lingerie_shapermint_shapermint high waisted body shaper shorts shapewear for women tummy control thigh slimming technology",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's lingerie, sleep & lounge > women's lingerie",Apparel,Bottoms,Pants,Women's,sportswear,null,6.6094881E7,2,20,11,2
"amazon_clothing, shoes & jewelry_sport specific clothing_yoga clothing_women's yoga clothing_women's yoga leggings_colorfulkoala_colorfulkoala women's high waisted yoga pants 7/8 length leggings with pockets",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > yoga clothing > women's yoga clothing > women's yoga leggings",Apparel,Bottoms,Pants,Women's,training,null,6.0878077E7,3,28,15,14
"amazon_clothing, shoes & jewelry_sport specific clothing_yoga clothing_women's yoga clothing_women's yoga leggings_thegympeople_the gym people thick high waist yoga pants with pockets, tummy control workout running yoga leggings for women",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > yoga clothing > women's yoga clothing > women's yoga leggings",Apparel,Bottoms,Pants,Women's,training,null,6.0680863E7,4,30,17,15
"amazon_clothing, shoes & jewelry_sport specific clothing_ski clothing_women's skiing clothing_women's skiing bibs & pants_arctix_arctix women's insulated snow pants",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > ski clothing > women's skiing clothing > women's skiing bibs & pants",Apparel,Bottoms,Pants,Women's,hiking,null,5.7992706E7,5,33,19,1
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's pants_men's casual pants_match_match men's wild cargo pants",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's pants > men's casual pants",Apparel,Bottoms,Pants,Men's,wrestling,null,5.5958844E7,6,37,20,1
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's pants_men's casual pants_wrangler_wrangler authentics men's relaxed fit stretch cargo pant",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's pants > men's casual pants",Apparel,Bottoms,Pants,Men's,training,null,5.528971E7,7,39,22,21
"amazon_clothing, shoes & jewelry_sport specific clothing_ski clothing_women's skiing clothing_women's skiing bibs & pants_arctix_arctix women's essential insulated bib overalls",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > ski clothing > women's skiing clothing > women's skiing bibs & pants",Apparel,Bottoms,Pants,Women's,hiking,null,5.4279081E7,8,41,22,2
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's shorts_men's cargo shorts_wrangler_wrangler authentics men's classic cargo stretch short",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's shorts > men's cargo shorts",Apparel,Bottoms,Pants,Men's,training,null,4.9625394E7,9,54,29,30
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's shoes_men's fashion sneakers_skechers_skechers men's afterburn m. fit",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's shoes > men's fashion sneakers",Apparel,Bottoms,Pants,Men's,training,null,4.7803936E7,10,60,34,33
"amazon_clothing, shoes & jewelry_women_women's clothing_women's activewear_women's athletic pants_thegympeople_the gym people thick high waist yoga pants with pockets, tummy control workout running yoga leggings for women",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's activewear > women's athletic pants",Apparel,Bottoms,Pants,Women's,cheer_dance,null,4.7527303E7,11,61,31,2
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's running shoes_brooks_brooks women's adrenaline gts 22 supportive running shoe",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's running shoes",Apparel,Bottoms,Pants,Women's,running,null,4.3463377E7,18,79,45,3
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's pants_men's casual pants_dockers_dockers men's classic fit easy khaki pants (regular and big & tall)",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's pants > men's casual pants",Apparel,Bottoms,Pants,Men's,basketball,null,3.3634177E7,28,127,60,6
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's walking shoes_umyogo_umyogo women's running shoes non slip athletic tennis walking blade type sneakers",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's walking shoes",Apparel,Bottoms,Pants,Women's,tennis,null,3.3507156E7,29,128,83,2
"amazon_clothing, shoes & jewelry_sport specific clothing_hiking clothing_women's hiking clothing_women's hiking pants_baleaf_baleaf women's hiking pants quick dry lightweight water resistant elastic waist cargo pants for all seasons",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > hiking clothing > women's hiking clothing > women's hiking pants",Apparel,Bottoms,Pants,Women's,hiking,null,3.0343494E7,33,155,105,5
"amazon_clothing, shoes & jewelry_sport specific clothing_ski clothing_men's skiing clothing_men's skiing bibs & pants_arctix_arctix men's essential insulated bib overalls",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > ski clothing > men's skiing clothing > men's skiing bibs & pants",Apparel,Bottoms,Pants,Men's,hiking,null,2.9509465E7,34,163,75,7
"amazon_clothing, shoes & jewelry_boy's clothing, shoes & jewelry_boys' clothing_boys' pants_the children's place_the children's place boys' stretch chino pants",amazon_leia,"clothing, shoes & jewelry > boy's clothing, shoes & jewelry > boys' clothing > boys' pants",Apparel,Bottoms,Pants,Kids,sportswear,null,2.6798015E7,41,205,5,24
"amazon_clothing, shoes & jewelry_novelty & more_novelty clothing & more_novelty clothing_women's novelty clothing_ggradual_g gradual women's pants with deep pockets 7/8 stretch ankle sweatpants for golf, athletic, lounge, travel, work",amazon_leia,"clothing, shoes & jewelry > novelty & more > novelty clothing & more > novelty clothing > women's novelty clothing",Apparel,Bottoms,Pants,Women's,golf,null,2.5890817E7,44,218,138,2
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's activewear_men's athletic pants_champion_champion men's joggers, lightweight lounge pants, jersey graphic pants for men, 31""",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's activewear > men's athletic pants",Apparel,Bottoms,Pants,Men's,cheer_dance,null,2.5078173E7,50,231,110,8
"amazon_clothing, shoes & jewelry_boy's clothing, shoes & jewelry_boys' clothing_boys' pants_the children's place_the children's place boys' pull on cargo pants",amazon_leia,"clothing, shoes & jewelry > boy's clothing, shoes & jewelry > boys' clothing > boys' pants",Apparel,Bottoms,Pants,Kids,sportswear,null,2.1835177E7,65,298,10,42
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's running shoes_brooks_brooks women’s glycerin 21 neutral running shoe",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's running shoes",Apparel,Bottoms,Pants,Women's,running,null,2.0869938E7,71,318,200,8
"amazon_clothing, shoes & jewelry_boy's clothing, shoes & jewelry_boys' clothing_boys' pants_adidas_adidas boys' big active sports athletic tricot jogger pant",amazon_leia,"clothing, shoes & jewelry > boy's clothing, shoes & jewelry > boys' clothing > boys' pants",Apparel,Bottoms,Pants,Kids,soccer,null,1.9345458E7,75,366,12,8
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's jeans_levi's_signature by levi strauss & co. gold men's relaxed fit flex jeans",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's jeans",Apparel,Bottoms,Pants,Men's,running,null,1.9241511E7,78,372,179,10
"amazon_sports & outdoors_sports & fitness_team sports_football equipment_football protective gear_bodyprox_bodyprox protective knee pads, thick sponge anti-slip, collision avoidance knee sleeve",amazon_leia,sports & outdoors > sports & fitness > team sports > football equipment > football protective gear,Apparel,Bottoms,Pants,Unisex/Undefined,american_football,null,1.5658741E7,105,553,8,2
"amazon_clothing, shoes & jewelry_sport specific clothing_baseball clothing_boys' baseball clothing_boys' baseball pants_under armour_under armour boys' baseball pant, belt loops, logo, snap closure, comfortable & durable",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > baseball clothing > boys' baseball clothing > boys' baseball pants",Apparel,Bottoms,Pants,Kids,baseball,null,1.4940313E7,114,600,21,6
"amazon_clothing, shoes & jewelry_sport specific clothing_baseball clothing_boys' baseball clothing_boys' baseball pants_under armour_under armour boys' utility baseball pant",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > baseball clothing > boys' baseball clothing > boys' baseball pants",Apparel,Bottoms,Pants,Kids,baseball,null,1.4815135E7,115,611,22,7
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's activewear_men's athletic pants_amazon_amazon essentials men's slim-fit stretch golf pant",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's activewear > men's athletic pants",Apparel,Bottoms,Pants,Men's,golf,null,1.4639084E7,122,634,300,9
"amazon_clothing, shoes & jewelry_women_women's clothing_women's activewear_women's athletic pants_mizuno_mizuno adult women's belted low rise fastpitch softball pant",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's activewear > women's athletic pants",Apparel,Bottoms,Pants,Women's,softball,null,1.4345488E7,128,655,413,2
"amazon_clothing, shoes & jewelry_sport specific clothing_baseball clothing_boys' baseball clothing_boys' baseball pants_franklin sports_franklin sports youth baseball + softball pants - knee high + relaxed fit kids baseball pants - white, black + grey pants",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > baseball clothing > boys' baseball clothing > boys' baseball pants",Apparel,Bottoms,Pants,Kids,baseball,null,1.4341667E7,130,657,23,8
"amazon_clothing, shoes & jewelry_sport specific clothing_softball clothing_women's softball apparel_women's softball pants_champro_champro women's standard low-rise softball pants",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > softball clothing > women's softball apparel > women's softball pants",Apparel,Bottoms,Pants,Women's,softball,null,1.2658394E7,155,842,528,3
"amazon_clothing, shoes & jewelry_boy's clothing, shoes & jewelry_boys' clothing_boys' snow & rainwear_boys' snow pants & bibs_arctix_arctix kids' snow pants with reinforced knees and seat",amazon_leia,"clothing, shoes & jewelry > boy's clothing, shoes & jewelry > boys' clothing > boys' snow & rainwear > boys' snow pants & bibs",Apparel,Bottoms,Pants,Men's,ski_snowboard,null,1.1070595E7,182,1074,510,3
"amazon_clothing, shoes & jewelry_sport specific clothing_baseball clothing_boys' baseball clothing_boys' baseball pants_easton_easton pro pull up baseball pant series | youth | full length | elastic bottom",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > baseball clothing > boys' baseball clothing > boys' baseball pants",Apparel,Bottoms,Pants,Men's,baseball,null,1.0580211E7,200,1181,557,9
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's uniforms, work & safety_men's work & safety clothing_men's work utility & safety apparel_carhartt_carhartt men's rugged flex rigby five pocket pant",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's uniforms, work & safety > men's work & safety clothing > men's work utility & safety apparel",Apparel,Bottoms,Pants,Men's,rugby,null,1.0110488E7,214,1262,586,2
amazon_sports & outdoors_sports & fitness_team sports_volleyball equipment_volleyball protective gear_mizuno_mizuno lr6 volleyball kneepad,amazon_leia,sports & outdoors > sports & fitness > team sports > volleyball equipment > volleyball protective gear,Apparel,Bottoms,Pants,Women's,volleyball,null,8349399.0,307,1781,1183,3
"amazon_clothing, shoes & jewelry_boy's clothing, shoes & jewelry_boys' clothing_boys' activewear_boys' athletic pants_under armour_under armour boys' brawler 2.0 tapered pants",amazon_leia,"clothing, shoes & jewelry > boy's clothing, shoes & jewelry > boys' clothing > boys' activewear > boys' athletic pants",Apparel,Bottoms,Pants,Men's,wrestling,null,7954291.0,331,1930,868,3
"amazon_clothing, shoes & jewelry_sport specific clothing_softball clothing_girls' softball apparel_girls' softball pants_champro_champro girl's tournament traditional low-rise softball pants",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > softball clothing > girls' softball apparel > girls' softball pants",Apparel,Bottoms,Pants,Women's,softball,null,6889247.0,398,2415,1618,7
"amazon_clothing, shoes & jewelry_women_women's clothing_women's activewear_women's athletic clothing sets_wiholl_wiholl two piece outfits for women lounge sets button down sweatshirt sweatpants sweatsuits set with pockets",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's activewear > women's athletic clothing sets",Apparel,Bottoms,Pants,Women's,field_hockey,null,6607257.0,415,2576,1733,8
"amazon_sports & outdoors_outdoor recreation_sports & outdoors_men's sports apparel_men's sports & recreation pants_cqr_cqr men's tactical pants, water repellent ripstop cargo pants, lightweight edc hiking work pants, outdoor apparel",amazon_leia,sports & outdoors > outdoor recreation > sports & outdoors > men's sports apparel > men's sports & recreation pants,Apparel,Bottoms,Pants,Men's,rugby,null,6460555.0,424,2667,1152,3
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's uniforms, work & safety_men's work & safety footwear_men's military & tactical boots_freesoldier_free soldier men's waterproof hiking boots lightweight work boots military tactical boots durable combat boots",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's uniforms, work & safety > men's work & safety footwear > men's military & tactical boots",Apparel,Bottoms,Pants,Men's,volleyball,null,6279339.0,442,2794,1205,9
"amazon_clothing, shoes & jewelry_women_women's clothing_women's pants_women's wear to work pants & capris_jekaoyi_womens casual high waist straight leg pants stretchy button business dress work pocket trousers",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's pants > women's wear to work pants & capris",Apparel,Bottoms,Pants,Women's,cricket,null,5589983.0,527,3409,2316,3
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's pants_men's dress pants_lee_lee men's performance series extreme comfort relaxed pant",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's pants > men's dress pants",Apparel,Bottoms,Pants,Men's,ski_snowboard,null,5433455.0,551,3559,1497,10
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's pants_men's dress pants_haggar_haggar men's premium comfort dress pant reg. and big & tall sizes",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's pants > men's dress pants",Apparel,Bottoms,Pants,Men's,rugby,null,5409045.0,554,3583,1503,6
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's pants_men's casual pants_amazon_amazon essentials men's slim-fit casual stretch khaki pant",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's pants > men's casual pants",Apparel,Bottoms,Pants,Men's,lacrosse,null,4315021.0,719,4966,1992,5
"amazon_sports & outdoors_sports & fitness_team sports_lacrosse equipment_lacrosse player equipment_stx_stx lacrosse stallion 200 boys complete stick with mesh pocket, attack/midfielder",amazon_leia,sports & outdoors > sports & fitness > team sports > lacrosse equipment > lacrosse player equipment,Apparel,Bottoms,Pants,Kids,lacrosse,null,1868709.0,1851,14509,1042,7
"amazon_clothing, shoes & jewelry_women_women's clothing_women's pants_women's casual pants & capris_houmousdowhatyouwant_houmous s-xxl 29''31''33''35'' inseam women's bootcut dress pants w/pocket stretch work lounge pant office casual pants",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's pants > women's casual pants & capris",Apparel,Bottoms,Pants,Women's,lacrosse,null,1863742.0,1854,14564,10182,8
